uuid;relative_time_us;agent;source;type;igs_timestamp;value
;23556012;Aircraft;paused;4;;false
;23556279;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;23556355;SmartEyeProBridge;pupil_diameter;2;;0.005837
;23556374;SmartEyeProBridge;pupil_diameter_quality;2;;0.953137
;23556443;SmartEyeProBridge;an_saccade;1;;6543
;23556462;SmartEyeProBridge;an_fixation;1;;0
;23556481;SmartEyeProBridge;an_blink;1;;0
;23572388;SmartEyeProBridge;pupil_diameter;2;;0.005719
;23572408;SmartEyeProBridge;pupil_diameter_quality;2;;0.939401
;23589090;SmartEyeProBridge;pupil_diameter;2;;0.005622
;23589126;SmartEyeProBridge;pupil_diameter_quality;2;;0.959180
;23589192;SmartEyeProBridge;an_saccade;1;;0
;23589218;SmartEyeProBridge;an_fixation;1;;6544
;23607795;SmartEyeProBridge;pupil_diameter;2;;0.005512
;23607866;SmartEyeProBridge;pupil_diameter_quality;2;;0.960600
;23608009;SmartEyeProBridge;an_saccade;1;;6544
;23608055;SmartEyeProBridge;an_fixation;1;;0
;23622469;SmartEyeProBridge;pupil_diameter;2;;0.005431
;23622498;SmartEyeProBridge;pupil_diameter_quality;2;;0.960286
;23638828;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;23638918;SmartEyeProBridge;pupil_diameter;2;;0.005416
;23638947;SmartEyeProBridge;pupil_diameter_quality;2;;0.921929
;23639091;SmartEyeProBridge;an_blink;1;;0
;23655744;SmartEyeProBridge;pupil_diameter;2;;0.000000
;23655773;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;23688592;SmartEyeProBridge;an_saccade;1;;6544
;23688725;SmartEyeProBridge;an_fixation;1;;0
;23722256;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;23722573;SmartEyeProBridge;an_blink;1;;0
;23750573;SmartEyeProBridge;an_saccade;1;;0
;23750684;SmartEyeProBridge;an_fixation;1;;6545
;23755311;SmartEyeProBridge;an_saccade;1;;6545
;23755363;SmartEyeProBridge;an_fixation;1;;0
;23772270;SmartEyeProBridge;pupil_diameter;2;;0.000000
;23772301;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;23790765;SmartEyeProBridge;an_saccade;1;;0
;23790794;SmartEyeProBridge;an_fixation;1;;6546
;23805053;SmartEyeProBridge;an_blink;1;;0
;23805422;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;23821551;SmartEyeProBridge;an_saccade;1;;6546
;23821568;SmartEyeProBridge;an_fixation;1;;0
;23888343;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;23888445;SmartEyeProBridge;pupil_diameter;2;;0.000000
;23888484;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;23888637;SmartEyeProBridge;an_blink;1;;0
;23912705;SmartEyeProBridge;an_saccade;1;;0
;23912734;SmartEyeProBridge;an_fixation;1;;0
;23938830;SmartEyeProBridge;pupil_diameter;2;;0.004231
;23938860;SmartEyeProBridge;pupil_diameter_quality;2;;0.938985
;23963445;SmartEyeProBridge;pupil_diameter;2;;0.004172
;23963475;SmartEyeProBridge;pupil_diameter_quality;2;;0.972013
;23972797;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;23972898;SmartEyeProBridge;pupil_diameter;2;;0.004148
;23972930;SmartEyeProBridge;pupil_diameter_quality;2;;0.969269
;23973027;SmartEyeProBridge;an_saccade;1;;6546
;23973092;SmartEyeProBridge;an_blink;1;;0
;23991410;Aircraft;e1_n1_percent;2;;23.500000
;24003477;SmartEyeProBridge;pupil_diameter;2;;0.004182
;24003507;SmartEyeProBridge;pupil_diameter_quality;2;;0.975640
;24003643;SmartEyeProBridge;an_fixation;1;;0
;24007759;SmartEyeProBridge;pupil_diameter;2;;0.004193
;24007790;SmartEyeProBridge;pupil_diameter_quality;2;;0.983148
;24022843;SmartEyeProBridge;pupil_diameter;2;;0.004168
;24022876;SmartEyeProBridge;pupil_diameter_quality;2;;0.981211
;24055422;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24055515;SmartEyeProBridge;pupil_diameter;2;;0.004113
;24055546;SmartEyeProBridge;pupil_diameter_quality;2;;0.958118
;24056091;SmartEyeProBridge;pupil_diameter;2;;0.004122
;24056120;SmartEyeProBridge;pupil_diameter_quality;2;;0.974049
;24056209;SmartEyeProBridge;an_saccade;1;;6546
;24056267;SmartEyeProBridge;an_blink;1;;0
;24071884;SmartEyeProBridge;pupil_diameter;2;;0.004099
;24071915;SmartEyeProBridge;pupil_diameter_quality;2;;0.989004
;24072008;SmartEyeProBridge;an_saccade;1;;0
;24072038;SmartEyeProBridge;an_fixation;1;;6547
;24092907;SmartEyeProBridge;pupil_diameter;2;;0.004116
;24092937;SmartEyeProBridge;pupil_diameter_quality;2;;0.986553
;24105980;SmartEyeProBridge;pupil_diameter;2;;0.004105
;24106010;SmartEyeProBridge;pupil_diameter_quality;2;;0.979441
;24127019;SmartEyeProBridge;pupil_diameter;2;;0.004101
;24127051;SmartEyeProBridge;pupil_diameter_quality;2;;0.979080
;24138205;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24138258;SmartEyeProBridge;pupil_diameter;2;;0.004135
;24138277;SmartEyeProBridge;pupil_diameter_quality;2;;0.983097
;24138379;SmartEyeProBridge;an_blink;1;;0
;24151380;Aircraft;controlPitch;2;;-0.030000
;24155308;SmartEyeProBridge;pupil_diameter;2;;0.004104
;24155325;SmartEyeProBridge;pupil_diameter_quality;2;;0.977229
;24155377;SmartEyeProBridge;an_saccade;1;;0
;24155393;SmartEyeProBridge;an_fixation;1;;6547
;24173293;SmartEyeProBridge;pupil_diameter;2;;0.004084
;24173329;SmartEyeProBridge;pupil_diameter_quality;2;;0.973177
;24188210;SmartEyeProBridge;pupil_diameter;2;;0.004074
;24188227;SmartEyeProBridge;pupil_diameter_quality;2;;0.970159
;24217779;SmartEyeProBridge;pupil_diameter;2;;0.004087
;24217817;SmartEyeProBridge;pupil_diameter_quality;2;;0.967576
;24221472;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24221581;SmartEyeProBridge;pupil_diameter;2;;0.004080
;24221615;SmartEyeProBridge;pupil_diameter_quality;2;;0.980115
;24221771;SmartEyeProBridge;an_blink;1;;0
;24237451;Aircraft;airspeed;2;;1.200000
;24251095;SmartEyeProBridge;pupil_diameter;2;;0.004109
;24251125;SmartEyeProBridge;pupil_diameter_quality;2;;0.973937
;24251214;SmartEyeProBridge;an_saccade;1;;0
;24251243;SmartEyeProBridge;an_fixation;1;;6547
;24254864;SmartEyeProBridge;pupil_diameter;2;;0.004076
;24254899;SmartEyeProBridge;pupil_diameter_quality;2;;0.978327
;24272976;SmartEyeProBridge;an_saccade;1;;6547
;24273072;SmartEyeProBridge;an_fixation;1;;0
;24273345;SmartEyeProBridge;pupil_diameter;2;;0.000000
;24273375;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;24303800;SmartEyeProBridge;an_blink;1;;0
;24356366;SmartEyeProBridge;an_saccade;1;;0
;24356455;SmartEyeProBridge;an_fixation;1;;6548
;24357002;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24357093;SmartEyeProBridge;pupil_diameter;2;;0.004344
;24357123;SmartEyeProBridge;pupil_diameter_quality;2;;0.942204
;24372616;SmartEyeProBridge;pupil_diameter;2;;0.003780
;24372635;SmartEyeProBridge;pupil_diameter_quality;2;;0.940991
;24404901;SmartEyeProBridge;pupil_diameter;2;;0.004013
;24404918;SmartEyeProBridge;pupil_diameter_quality;2;;0.952276
;24405004;SmartEyeProBridge;an_blink;1;;0
;24406101;SmartEyeProBridge;pupil_diameter;2;;0.004068
;24406123;SmartEyeProBridge;pupil_diameter_quality;2;;0.968433
;24425294;SmartEyeProBridge;pupil_diameter;2;;0.004153
;24425312;SmartEyeProBridge;pupil_diameter_quality;2;;0.982520
;24438251;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24438304;SmartEyeProBridge;pupil_diameter;2;;0.004220
;24438321;SmartEyeProBridge;pupil_diameter_quality;2;;0.976633
;24438374;SmartEyeProBridge;an_saccade;1;;0
;24438392;SmartEyeProBridge;an_fixation;1;;6548
;24455931;SmartEyeProBridge;pupil_diameter;2;;0.004197
;24455958;SmartEyeProBridge;pupil_diameter_quality;2;;0.976552
;24481841;SmartEyeProBridge;pupil_diameter;2;;0.004144
;24481861;SmartEyeProBridge;pupil_diameter_quality;2;;0.982829
;24489597;SmartEyeProBridge;pupil_diameter;2;;0.004149
;24489614;SmartEyeProBridge;pupil_diameter_quality;2;;0.983072
;24489797;SmartEyeProBridge;an_blink;1;;0
;24494667;Aircraft;cabin_altitude;2;;117.500000
;24504257;SmartEyeProBridge;pupil_diameter;2;;0.004216
;24504290;SmartEyeProBridge;pupil_diameter_quality;2;;0.956258
;24542517;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24542651;SmartEyeProBridge;pupil_diameter;2;;0.004225
;24542693;SmartEyeProBridge;pupil_diameter_quality;2;;0.985635
;24542836;SmartEyeProBridge;an_saccade;1;;0
;24542888;SmartEyeProBridge;an_fixation;1;;6548
;24551743;SmartEyeProBridge;pupil_diameter;2;;0.004234
;24551760;SmartEyeProBridge;pupil_diameter_quality;2;;0.980517
;24554730;SmartEyeProBridge;pupil_diameter;2;;0.004340
;24554749;SmartEyeProBridge;pupil_diameter_quality;2;;0.980865
;24570870;SmartEyeProBridge;an_blink;1;;0
;24571141;SmartEyeProBridge;pupil_diameter;2;;0.004325
;24571158;SmartEyeProBridge;pupil_diameter_quality;2;;0.976382
;24596656;SmartEyeProBridge;pupil_diameter;2;;0.004408
;24596694;SmartEyeProBridge;pupil_diameter_quality;2;;0.971205
;24604353;SmartEyeProBridge;pupil_diameter;2;;0.004374
;24604370;SmartEyeProBridge;pupil_diameter_quality;2;;0.983312
;24620924;SmartEyeProBridge;pupil_diameter;2;;0.004453
;24620941;SmartEyeProBridge;pupil_diameter_quality;2;;0.969267
;24641779;SmartEyeProBridge;an_saccade;1;;0
;24641857;SmartEyeProBridge;an_fixation;1;;6548
;24642109;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24642160;SmartEyeProBridge;pupil_diameter;2;;0.004417
;24642177;SmartEyeProBridge;pupil_diameter_quality;2;;0.985533
;24654916;SmartEyeProBridge;pupil_diameter;2;;0.004385
;24654933;SmartEyeProBridge;pupil_diameter_quality;2;;0.979068
;24655020;SmartEyeProBridge;an_blink;1;;0
;24671265;SmartEyeProBridge;pupil_diameter;2;;0.004458
;24671281;SmartEyeProBridge;pupil_diameter_quality;2;;0.986749
;24687821;SmartEyeProBridge;pupil_diameter_quality;2;;0.976175
;24704158;SmartEyeProBridge;pupil_diameter;2;;0.004509
;24704175;SmartEyeProBridge;pupil_diameter_quality;2;;0.982750
;24727106;SmartEyeProBridge;an_saccade;1;;0
;24727192;SmartEyeProBridge;an_fixation;1;;6548
;24727565;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24727658;SmartEyeProBridge;pupil_diameter;2;;0.004615
;24727688;SmartEyeProBridge;pupil_diameter_quality;2;;0.981511
;24738165;SmartEyeProBridge;an_blink;1;;0
;24738468;SmartEyeProBridge;pupil_diameter;2;;0.004659
;24738485;SmartEyeProBridge;pupil_diameter_quality;2;;0.966025
;24771674;SmartEyeProBridge;pupil_diameter;2;;0.004639
;24771695;SmartEyeProBridge;pupil_diameter_quality;2;;0.980942
;24779820;SmartEyeProBridge;pupil_diameter;2;;0.004743
;24779838;SmartEyeProBridge;pupil_diameter_quality;2;;0.975679
;24787485;SmartEyeProBridge;pupil_diameter;2;;0.004780
;24787507;SmartEyeProBridge;pupil_diameter_quality;2;;0.979597
;24814939;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24815028;SmartEyeProBridge;pupil_diameter;2;;0.004856
;24815057;SmartEyeProBridge;pupil_diameter_quality;2;;0.978099
;24815147;SmartEyeProBridge;an_saccade;1;;0
;24815176;SmartEyeProBridge;an_fixation;1;;6548
;24820992;SmartEyeProBridge;pupil_diameter;2;;0.004894
;24821026;SmartEyeProBridge;pupil_diameter_quality;2;;0.967256
;24821215;SmartEyeProBridge;an_blink;1;;0
;24855994;SmartEyeProBridge;pupil_diameter;2;;0.004840
;24856026;SmartEyeProBridge;pupil_diameter_quality;2;;0.977668
;24863598;SmartEyeProBridge;pupil_diameter;2;;0.004908
;24863617;SmartEyeProBridge;pupil_diameter_quality;2;;0.980956
;24889557;SmartEyeProBridge;pupil_diameter;2;;0.004927
;24889580;SmartEyeProBridge;pupil_diameter_quality;2;;0.965586
;24903790;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24903859;SmartEyeProBridge;pupil_diameter;2;;0.004943
;24903884;SmartEyeProBridge;pupil_diameter_quality;2;;0.972137
;24904197;SmartEyeProBridge;an_saccade;1;;0
;24904348;SmartEyeProBridge;an_fixation;1;;6548
;24904451;SmartEyeProBridge;an_blink;1;;0
;24906126;SmartEyeProBridge;pupil_diameter;2;;0.005003
;24906157;SmartEyeProBridge;pupil_diameter_quality;2;;0.979736
;24928644;Aircraft;controlYaw;2;;-0.010000
;24929100;SmartEyeProBridge;pupil_diameter;2;;0.004878
;24929130;SmartEyeProBridge;pupil_diameter_quality;2;;0.975965
;24937518;SmartEyeProBridge;pupil_diameter;2;;0.004820
;24937552;SmartEyeProBridge;pupil_diameter_quality;2;;0.968524
;24954947;SmartEyeProBridge;pupil_diameter;2;;0.004769
;24954977;SmartEyeProBridge;pupil_diameter_quality;2;;0.977571
;24974227;SmartEyeProBridge;an_blink;1;;398
;24974710;SmartEyeProBridge;pupil_diameter;2;;0.004843
;24974739;SmartEyeProBridge;pupil_diameter_quality;2;;0.972727
;24989664;SmartEyeProBridge;an_saccade;1;;0
;24989781;SmartEyeProBridge;an_fixation;1;;6548
;24990206;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;24990296;SmartEyeProBridge;pupil_diameter;2;;0.005014
;24990326;SmartEyeProBridge;pupil_diameter_quality;2;;0.969094
;25029364;SmartEyeProBridge;pupil_diameter;2;;0.004940
;25029395;SmartEyeProBridge;pupil_diameter_quality;2;;0.973090
;25043808;SmartEyeProBridge;an_saccade;1;;6548
;25043932;SmartEyeProBridge;an_fixation;1;;0
;25044558;SmartEyeProBridge;pupil_diameter;2;;0.005165
;25044590;SmartEyeProBridge;pupil_diameter_quality;2;;0.914240
;25046750;SmartEyeProBridge;pupil_diameter;2;;0.005131
;25046786;SmartEyeProBridge;pupil_diameter_quality;2;;0.903477
;25053892;SmartEyeProBridge;pupil_diameter;2;;0.005083
;25053922;SmartEyeProBridge;pupil_diameter_quality;2;;0.912440
;25070264;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;25070330;SmartEyeProBridge;pupil_diameter;2;;0.005053
;25070351;SmartEyeProBridge;pupil_diameter_quality;2;;0.905243
;25070418;SmartEyeProBridge;an_saccade;1;;0
;25070440;SmartEyeProBridge;an_fixation;1;;6549
;25070463;SmartEyeProBridge;an_blink;1;;398
;25087086;SmartEyeProBridge;pupil_diameter;2;;0.005171
;25087107;SmartEyeProBridge;pupil_diameter_quality;2;;0.886275
;25130971;SmartEyeProBridge;pupil_diameter;2;;0.005071
;25131000;SmartEyeProBridge;pupil_diameter_quality;2;;0.951632
;25131598;SmartEyeProBridge;pupil_diameter;2;;0.005149
;25131636;SmartEyeProBridge;pupil_diameter_quality;2;;0.939873
;25143777;SmartEyeProBridge;pupil_diameter;2;;0.005138
;25143818;SmartEyeProBridge;pupil_diameter_quality;2;;0.935169
;25153621;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;25153714;SmartEyeProBridge;pupil_diameter;2;;0.005159
;25153744;SmartEyeProBridge;pupil_diameter_quality;2;;0.929961
;25169844;SmartEyeProBridge;pupil_diameter;2;;0.005191
;25169870;SmartEyeProBridge;pupil_diameter_quality;2;;0.943839
;25191605;SmartEyeProBridge;pupil_diameter;2;;0.005139
;25191651;SmartEyeProBridge;pupil_diameter_quality;2;;0.964178
;25203918;SmartEyeProBridge;pupil_diameter;2;;0.005193
;25203950;SmartEyeProBridge;pupil_diameter_quality;2;;0.975755
;25204044;SmartEyeProBridge;an_saccade;1;;0
;25204076;SmartEyeProBridge;an_fixation;1;;6549
;25204107;SmartEyeProBridge;an_blink;1;;0
;25261962;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;25262069;SmartEyeProBridge;pupil_diameter;2;;0.005123
;25262115;SmartEyeProBridge;pupil_diameter_quality;2;;0.963426
;25262630;SmartEyeProBridge;pupil_diameter;2;;0.005119
;25262660;SmartEyeProBridge;pupil_diameter_quality;2;;0.930877
;25291449;SmartEyeProBridge;pupil_diameter;2;;0.005025
;25291479;SmartEyeProBridge;pupil_diameter_quality;2;;0.953736
;25291998;SmartEyeProBridge;pupil_diameter;2;;0.005062
;25292026;SmartEyeProBridge;pupil_diameter_quality;2;;0.954237
;25292118;SmartEyeProBridge;an_saccade;1;;0
;25292147;SmartEyeProBridge;an_fixation;1;;6549
;25292176;SmartEyeProBridge;an_blink;1;;0
;25314422;SmartEyeProBridge;pupil_diameter;2;;0.005090
;25314459;SmartEyeProBridge;pupil_diameter_quality;2;;0.958650
;25315042;SmartEyeProBridge;pupil_diameter;2;;0.005101
;25315072;SmartEyeProBridge;pupil_diameter_quality;2;;0.957563
;25340852;SmartEyeProBridge;pupil_diameter;2;;0.005082
;25340884;SmartEyeProBridge;pupil_diameter_quality;2;;0.940515
;25341443;SmartEyeProBridge;pupil_diameter;2;;0.005124
;25341473;SmartEyeProBridge;pupil_diameter_quality;2;;0.977556
;25352784;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;25352907;SmartEyeProBridge;pupil_diameter;2;;0.005105
;25352952;SmartEyeProBridge;pupil_diameter_quality;2;;0.956486
;25387081;SmartEyeProBridge;pupil_diameter;2;;0.005122
;25387112;SmartEyeProBridge;pupil_diameter_quality;2;;0.950839
;25387704;SmartEyeProBridge;pupil_diameter;2;;0.005039
;25387741;SmartEyeProBridge;pupil_diameter_quality;2;;0.922266
;25387880;SmartEyeProBridge;an_saccade;1;;0
;25387920;SmartEyeProBridge;an_fixation;1;;6549
;25387957;SmartEyeProBridge;an_blink;1;;0
;25434007;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;25434100;SmartEyeProBridge;pupil_diameter;2;;0.005045
;25434130;SmartEyeProBridge;pupil_diameter_quality;2;;0.971894
;25434657;SmartEyeProBridge;pupil_diameter;2;;0.000000
;25434688;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;25446189;Aircraft;controlYaw;2;;-0.020000
;25469073;SmartEyeProBridge;an_saccade;1;;0
;25469174;SmartEyeProBridge;an_fixation;1;;6549
;25469211;SmartEyeProBridge;an_blink;1;;0
;25517685;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;25525172;Aircraft;cabin_altitude;2;;117.400000
;25535812;SmartEyeProBridge;pupil_diameter;2;;0.000000
;25535843;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;25562309;SmartEyeProBridge;an_saccade;1;;0
;25562404;SmartEyeProBridge;an_fixation;1;;6549
;25562438;SmartEyeProBridge;an_blink;1;;0
;25614709;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;25646434;SmartEyeProBridge;pupil_diameter;2;;0.000000
;25646475;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;25646566;SmartEyeProBridge;an_saccade;1;;0
;25646596;SmartEyeProBridge;an_fixation;1;;6549
;25646625;SmartEyeProBridge;an_blink;1;;0
;25652302;SmartEyeProBridge;an_saccade;1;;6549
;25652354;SmartEyeProBridge;an_fixation;1;;0
;25693138;Aircraft;airspeed;2;;1.200000
;25693196;Aircraft;pitch;2;;-1.090000
;25693252;Aircraft;controlPitch;2;;-0.030000
;25693307;Aircraft;roll;2;;-0.050000
;25693364;Aircraft;controlRoll;2;;0.000000
;25693440;Aircraft;heading;2;;237.000000
;25693493;Aircraft;controlYaw;2;;-0.020000
;25693545;Aircraft;verticalSpeed;2;;0.000000
;25693598;Aircraft;altitude;2;;116.600000
;25694953;Aircraft;latitude;2;;45.483155
;25694994;Aircraft;longitude;2;;-73.736079
;25695026;Aircraft;controlThrottle;2;;0.000000
;25695058;Aircraft;controlFlaps;2;;0.000000
;25695089;Aircraft;controlGear;2;;1.000000
;25695121;Aircraft;speedBrakes;2;;0.000000
;25695158;Aircraft;outsideEvent;3;;LOAD_24R
;25695194;Aircraft;parkBrake;4;;true
;25695233;Aircraft;l_throttle;2;;0.000000
;25695266;Aircraft;r_throttle;2;;0.000000
;25695298;Aircraft;n1_match_bug;4;;false
;25695329;Aircraft;e1_n1_percent;2;;23.500000
;25696717;Aircraft;e2_n1_percent;2;;23.400000
;25696795;Aircraft;slip;2;;-0.100000
;25696841;Aircraft;engine_fire_l;4;;false
;25696879;Aircraft;engine_fire_r;4;;false
;25696917;Aircraft;pax_safety;1;;0
;25696951;Aircraft;master_warning;4;;false
;25696983;Aircraft;master_caution;4;;true
;25697013;Aircraft;flight_director;1;;0
;25697047;Aircraft;speed_mode;1;;0
;25697076;Aircraft;heading_mode;1;;0
;25697104;Aircraft;fuel_boost_l;1;;0
;25697133;Aircraft;fuel_boost_r;1;;0
;25697163;Aircraft;test_knob;1;;0
;25700817;Aircraft;autopilot_heading_set;1;;0
;25700894;Aircraft;yaw_damper;4;;false
;25700939;Aircraft;l_ign_switch;4;;false
;25700973;Aircraft;r_ign_switch;4;;false
;25701008;Aircraft;l_gen_switch;1;;2
;25701042;Aircraft;r_gen_switch;1;;2
;25701080;Aircraft;transfer_knob;1;;1
;25701114;Aircraft;baro_setting;2;;29.900000
;25701147;Aircraft;cabin_altitude;2;;117.400000
;25701178;Aircraft;l_gen_load;2;;30.000000
;25701208;Aircraft;r_gen_load;2;;30.000000
;25702674;Aircraft;pitot_heat;4;;false
;25702711;Aircraft;l_engine_anti_ice;4;;false
;25702741;Aircraft;r_engine_anti_ice;4;;false
;25702773;Aircraft;l_windshield_anti_ice;4;;false
;25702818;Aircraft;r_windshield_anti_ice;4;;false
;25702850;Aircraft;exterior_lights;1;;0
;25702880;Aircraft;anti_coll_lights;4;;false
;25702917;Aircraft;trim_rudder;2;;0.000000
;25702948;Aircraft;elevator_trim;2;;0.000000
;25702986;Aircraft;aileron_trim;2;;0.000000
;25703020;Aircraft;fd_pitch_deg;2;;-1.200000
;25703050;Aircraft;alt_sel;1;;0
;25714207;Aircraft;heading_sel;1;;0
;25714323;Aircraft;l_bottle_arm;4;;false
;25714379;Aircraft;r_bottle_arm;4;;false
;25714436;Aircraft;yoke_hide;4;;true
;25714491;Aircraft;autopilot_airspeed;2;;180.000000
;25714544;Aircraft;com_1_freq;1;;12180
;25714597;Aircraft;wind_direction;2;;275.800000
;25714649;Aircraft;wind_speed;2;;3.500000
;25714709;Aircraft;paused;4;;false
;25714941;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;25731568;SmartEyeProBridge;an_blink;1;;0
;25734755;SmartEyeProBridge;an_saccade;1;;6549
;25734791;SmartEyeProBridge;an_fixation;1;;0
;25752152;SmartEyeProBridge;pupil_diameter;2;;0.000000
;25752182;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;25752273;SmartEyeProBridge;an_saccade;1;;0
;25752302;SmartEyeProBridge;an_fixation;1;;6550
;25817747;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;25817984;SmartEyeProBridge;an_blink;1;;0
;25834720;SmartEyeProBridge;an_saccade;1;;0
;25834738;SmartEyeProBridge;an_fixation;1;;6550
;25864935;SmartEyeProBridge;pupil_diameter;2;;0.000000
;25864952;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;25932114;SmartEyeProBridge;an_saccade;1;;0
;25932210;SmartEyeProBridge;an_fixation;1;;6550
;25932235;SmartEyeProBridge;an_blink;1;;0
;25932524;SmartEyeProBridge;filtered_closest_world_object_name;3;;center_OTW
;25932867;SmartEyeProBridge;filtered_closest_world_object_name;3;;PFD
;25933006;SmartEyeProBridge;an_saccade;1;;6550
;25933024;SmartEyeProBridge;an_fixation;1;;0
;25967655;SmartEyeProBridge;pupil_diameter;2;;0.000000
;25967672;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;26044213;Aircraft;e1_n1_percent;2;;23.400000
;26044510;SmartEyeProBridge;filtered_closest_world_object_name;3;;PFD
;26045004;SmartEyeProBridge;an_saccade;1;;6550
;26045022;SmartEyeProBridge;an_fixation;1;;0
;26045040;SmartEyeProBridge;an_blink;1;;0
;26047056;SmartEyeProBridge;an_saccade;1;;0
;26047074;SmartEyeProBridge;an_fixation;1;;6551
;26068499;SmartEyeProBridge;pupil_diameter;2;;0.000000
;26068516;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;26146525;SmartEyeProBridge;an_saccade;1;;0
;26146624;SmartEyeProBridge;an_fixation;1;;6551
;26146655;SmartEyeProBridge;an_blink;1;;0
;26146901;SmartEyeProBridge;pupil_diameter;2;;0.003720
;26146930;SmartEyeProBridge;pupil_diameter_quality;2;;0.799670
;26151670;SmartEyeProBridge;an_saccade;1;;6551
;26151777;SmartEyeProBridge;an_fixation;1;;0
;26152093;SmartEyeProBridge;pupil_diameter;2;;0.000000
;26152122;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;26168645;SmartEyeProBridge;pupil_diameter;2;;0.004721
;26168676;SmartEyeProBridge;pupil_diameter_quality;2;;0.719519
;26214973;SmartEyeProBridge;pupil_diameter;2;;0.004319
;26215003;SmartEyeProBridge;pupil_diameter_quality;2;;0.668413
;26215427;SmartEyeProBridge;filtered_closest_world_object_name;3;;PFD
;26215517;SmartEyeProBridge;pupil_diameter;2;;0.000000
;26215546;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;26215720;SmartEyeProBridge;an_saccade;1;;0
;26215782;SmartEyeProBridge;an_fixation;1;;6552
;26219158;SmartEyeProBridge;an_saccade;1;;6552
;26219190;SmartEyeProBridge;an_fixation;1;;0
;26240038;SmartEyeProBridge;an_blink;1;;0
;26251685;SmartEyeProBridge;an_saccade;1;;0
;26251718;SmartEyeProBridge;an_fixation;1;;6553
;26285210;Aircraft;airspeed;2;;1.100000
;26302722;SmartEyeProBridge;pupil_diameter;2;;0.008419
;26302752;SmartEyeProBridge;pupil_diameter_quality;2;;0.586932
;26317744;SmartEyeProBridge;filtered_closest_world_object_name;3;;PFD
;26317799;SmartEyeProBridge;pupil_diameter;2;;0.006834
;26317830;SmartEyeProBridge;pupil_diameter_quality;2;;0.880809
;26320085;SmartEyeProBridge;an_blink;1;;0
;26335094;SmartEyeProBridge;pupil_diameter;2;;0.005522
;26335112;SmartEyeProBridge;pupil_diameter_quality;2;;0.841759
;26335169;SmartEyeProBridge;an_saccade;1;;0
;26335188;SmartEyeProBridge;an_fixation;1;;6553
;26351286;SmartEyeProBridge;pupil_diameter;2;;0.005605
;26351303;SmartEyeProBridge;pupil_diameter_quality;2;;0.823779
;26385412;SmartEyeProBridge;pupil_diameter;2;;0.000000
;26385430;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;26429518;SmartEyeProBridge;an_saccade;1;;0
;26429622;SmartEyeProBridge;an_fixation;1;;6553
;26429659;SmartEyeProBridge;an_blink;1;;0
;26506669;SmartEyeProBridge;pupil_diameter;2;;0.000000
;26506701;SmartEyeProBridge;pupil_diameter_quality;2;;0.000000
;26506793;SmartEyeProBridge;an_saccade;1;;6553
;26506878;SmartEyeProBridge;an_fixation;1;;0
;26518343;SmartEyeProBridge;an_blink;1;;0
